TITULAR;UNIDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ACCIDENTE;CATEGORIA;FECHA_ACCIDENTE;FECHA_FALLECIMIENTO
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;OTROS;Gran y Mediana Minería;17/10/2009;17/10/2009
TITAN CONTRATISTAS GENERALES S.A.C.;ORIENTE Nº 1;PUNO;SAN ANTONIO DE PUTINA;ANANEA;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;4/11/2009;4/11/2009
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;CAÍDAS DE PERSONAS;Gran y Mediana Minería;7/11/2009;7/11/2009
GAUTHIER VELARDE CHRISTIAN ANTONIO;OYON 2;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;11/11/2009;11/11/2009
MINERA YANACOCHA S.R.L.;CHINA LINDA;CAJAMARCA;CAJAMARCA;ENCAÑADA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;26/11/2009;26/11/2009
COMPAÑIA MINERA AURIFERA SANTA ROSA S.A.;SANTA ROSA-COMARSA;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;5/12/2009;5/12/2009
EMPRESA MINERA LOS QUENUALES S.A.;CASAPALCA-6;LIMA;HUAROCHIRI;CHICLA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;26/12/2009;26/12/2009
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;OTROS;Gran y Mediana Minería;8/01/2010;8/01/2010
COMPAÑIA MINERA MISKI MAYO S.R.L.;BAYOVAR 2;PIURA;SECHURA;SECHURA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/01/2010;22/01/2010
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;26/01/2010;26/01/2010
COMPAÑIA MINERA SANTA LUISA S.A.;EL RECUERDO;ANCASH;BOLOGNESI;HUALLANCA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;28/01/2010;28/01/2010
COMPAÑIA MINERA KURI KULLU S.A.;OYAECHEA 3;PUNO;CARABAYA;OLLACHEA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;30/01/2010;30/01/2010
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;1/02/2010;1/02/2010
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;2/02/2010;2/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
MINERA GAZUNA S.A.;MINASA;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;3/02/2010;3/02/2010
COMPAÑIA MINERA MISKI MAYO S.R.L.;BAYOVAR 2;PIURA;SECHURA;SECHURA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;18/02/2010;18/02/2010
COMPAÑIA MINERA VICHAYCOCHA S.A.C.;CLAUDIA-1;LIMA;HUARAL;PACARAOS;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;19/02/2010;19/02/2010
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;31/03/2010;31/03/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;1/04/2010;1/04/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;1/04/2010;1/04/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;1/04/2010;1/04/2010
COMPAÑIA MINERA ARES S.A.C.;ARES;AREQUIPA;CASTILLA;ORCOPAMPA;OTROS;Gran y Mediana Minería;8/04/2010;8/04/2010
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;17/04/2010;17/04/2010
COMPAÑIA MINERA ARGENTUM S.A.;ANTICONA;JUNIN;YAULI;YAULI;OTROS;Gran y Mediana Minería;30/04/2010;30/04/2010
SOCIEDAD MINERA EL BROCAL S.A.A.;COLQUIJIRCA N°1;PASCO;PASCO;SIMON BOLIVAR;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;7/05/2010;7/05/2010
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;JULCANI;HUANCAVELICA;ANGARAES;CCOCHACCASA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;10/05/2010;10/05/2010
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;COBRIZA 1126;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/05/2010;24/05/2010
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;JULCANI;HUANCAVELICA;ANGARAES;CCOCHACCASA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;30/05/2010;30/05/2010
NYRSTAR ANCASH S.A.;CONTONGA;ANCASH;HUARI;HUACHIS;CAÍDAS DE PERSONAS;Gran y Mediana Minería;31/05/2010;31/05/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Gran y Mediana Minería;2/06/2010;2/06/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Gran y Mediana Minería;2/06/2010;2/06/2010
TITAN CONTRATISTAS GENERALES S.A.C.;ORIENTE Nº 1;PUNO;SAN ANTONIO DE PUTINA;ANANEA;OTROS;Pequeña Minería;5/06/2010;5/06/2010
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;7/06/2010;7/06/2010
GREAT PANTHER CORICANCHA S.A.;MINA CORICANCHA;LIMA;HUAROCHIRI;SAN MATEO;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;7/06/2010;7/06/2010
MINERA PEÑOLES DE PERU S.A.;RACAYCOCHA;ANCASH;SIHUAS;CASHAPAMPA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;8/06/2010;8/06/2010
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;9/06/2010;9/06/2010
CORPORACION MINERA CASTROVIRREYNA S.A. EN LIQUIDACION;N 1 RELIQUIAS;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;10/06/2010;10/06/2010
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;27/06/2010;27/06/2010
COMPAÑIA MINERA ARES S.A.C.;ARES;AREQUIPA;CASTILLA;ORCOPAMPA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;14/07/2010;14/07/2010
MINERA MALAGA SANTOLALLA S.A.C.;PASTO BUENO;ANCASH;PALLASCA;PAMPAS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;19/07/2010;19/07/2010
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;19/07/2010;19/07/2010
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;CAÍDAS DE PERSONAS;Gran y Mediana Minería;20/07/2010;20/07/2010
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;21/07/2010;21/07/2010
MINERA ANTARES PERU S.A.C.;HAQUIRA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;CAÍDAS DE PERSONAS;Gran y Mediana Minería;25/07/2010;25/07/2010
MINERA CHINALCO PERU S.A.;TOROMOCHO;JUNIN;YAULI;MOROCOCHA;INTOXICACION-ASFIXIA-ABSORCION-RADIACIONES;Gran y Mediana Minería;1/08/2010;1/08/2010
EMPRESA MINERA LOS QUENUALES S.A.;CASAPALCA-6;LIMA;HUAROCHIRI;CHICLA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;3/08/2010;3/08/2010
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;TOQUEPALA 1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;5/08/2010;5/08/2010
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;9/08/2010;9/08/2010
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;16/09/2010;16/09/2010
MINERA LA ZANJA S.R.L.;LA ZANJA;CAJAMARCA;SAN MIGUEL;CALQUIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;18/09/2010;18/09/2010
COMPAÑIA MINERA AURIFERA SANTA ROSA S.A.;SANTA ROSA-COMARSA;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;21/09/2010;21/09/2010
COMPAÑIA MINERA ARGENTUM S.A.;ANTICONA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;6/10/2010;6/10/2010
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;CUAJONE 1;MOQUEGUA;MARISCAL NIETO;TORATA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;23/10/2010;24/10/2010
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;25/10/2010;25/10/2010
COMPAÑIA MINERA AURIFERA SANTA ROSA S.A.;SANTA ROSA-COMARSA;LA LIBERTAD;SANTIAGO DE CHUCO;ANGASMARCA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;27/10/2010;27/10/2010
NEXA RESOURCES ATACOCHA S.A.A.;ATACOCHA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;4/11/2010;4/11/2010
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/11/2010;20/11/2010
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/11/2010;20/11/2010
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;OTROS;Gran y Mediana Minería;23/11/2010;23/11/2010
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;4/12/2010;4/12/2010
OBRAS CIVILES Y MINERAS S.A.C.;ACUMULACION OYON  2;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;14/12/2010;14/12/2010
OBRAS CIVILES Y MINERAS S.A.C.;ACUMULACION OYON  2;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;14/12/2010;14/12/2010
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;ACARREO Y TRANSPORTE;Gran y Mediana Minería;21/12/2010;21/12/2010
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;OTROS - ESTALLIDO DE ROCAS;Gran y Mediana Minería;28/12/2010;28/12/2010
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;ACARREO Y TRANSPORTE;Gran y Mediana Minería;30/12/2010;30/12/2010
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;TOQUEPALA 1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;13/01/2011;13/01/2011
DELGADO DE LA TORRE UGARTE BEATRIZ LILIANA;UNIDAD ATALAYA;LIMA;OYON;OYON;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Pequeña Minería;13/01/2011;13/01/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;15/01/2011;15/01/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;15/01/2011;15/01/2011
COMPAÑIA MINERA BARBASTRO S.A.C.;ACUMULACION NELSON X;HUANCAVELICA;HUANCAVELICA;HUANDO;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;1/02/2011;1/02/2011
COMPAÑIA MINERA BARBASTRO S.A.C.;ACUMULACION NELSON X;HUANCAVELICA;HUANCAVELICA;HUANDO;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;1/02/2011;1/02/2011
NEXA RESOURCES PERU S.A.A.;MILPO Nº1;PASCO;PASCO;YANACANCHA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;6/02/2011;6/02/2011
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANTAPITE;HUANCAVELICA;HUAYTARA;OCOYO;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;8/02/2011;8/02/2011
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;15/02/2011;15/02/2011
S.M.R.L. COAL MINE;COAL MINE;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;15/02/2011;15/02/2011
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;16/02/2011;16/02/2011
INKABOR S.A.C.;BORAX;;;;CAÍDAS DE PERSONAS;Gran y Mediana Minería;26/02/2011;27/02/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;ANDAYCHAGUA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;20/03/2011;20/03/2011
CASTROVIRREYNA COMPAÑIA MINERA S.A. EN LIQUIDACION;SAN GENARO;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;28/03/2011;28/03/2011
EMPRESA MINERA LOS QUENUALES S.A.;ACUMULACION ISCAYCRUZ;LIMA;OYON;OYON;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;13/04/2011;13/04/2011
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;17/04/2011;17/04/2011
GREAT PANTHER CORICANCHA S.A.;MINA CORICANCHA;LIMA;HUAROCHIRI;SAN MATEO;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;23/04/2011;23/04/2011
MINERA CHINALCO PERU S.A.;TOROMOCHO;JUNIN;YAULI;MOROCOCHA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;25/04/2011;25/04/2011
MINERA MALAGA SANTOLALLA S.A.C.;PARA MI;ANCASH;PALLASCA;PAMPAS;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;30/04/2011;30/04/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;2/05/2011;2/05/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;2/05/2011;2/05/2011
MINERA TITAN DEL PERU S.R.L.;ESPERANZA DE CARAVELI;AREQUIPA;CARAVELI;ATICO;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;3/05/2011;3/05/2011
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 2B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;11/05/2011;11/05/2011
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 2B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;11/05/2011;11/05/2011
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;HUARON;PASCO;PASCO;HUAYLLAY;GOLPES POR HERRAMIENTAS;Gran y Mediana Minería;26/05/2011;31/05/2011
SHOUGANG HIERRO PERU S.A.A.;CPS 1;ICA;NASCA;MARCONA;ACARREO Y TRANSPORTE;Gran y Mediana Minería;3/06/2011;3/06/2011
MINERA TUNGSTENO MALAGA DEL PERU S.A.;EL SAUCO;ANCASH;PALLASCA;PAMPAS;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;4/06/2011;4/06/2011
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;12/06/2011;12/06/2011
BLACK HILL COMPANY S.A.C.;CHIMU;LA LIBERTAD;GRAN CHIMU;CASCAS;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;17/06/2011;17/06/2011
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;TOQUEPALA 1;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;21/06/2011;21/06/2011
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;1/07/2011;1/07/2011
COMPAÑIA MINERA CARAVELI S.A.C.;CAPITANA;AREQUIPA;CARAVELI;HUANUHUANU;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;13/07/2011;13/07/2011
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;17/07/2011;17/07/2011
VOLCAN COMPAÑÍA MINERA S.A.A.;SAN CRISTOBAL;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;19/07/2011;19/07/2011
GREAT PANTHER CORICANCHA S.A.;MINA CORICANCHA;LIMA;HUAROCHIRI;SAN MATEO;ATRAPADO POR SUCCIÓN DE MINERAL / DESMONTE;Gran y Mediana Minería;14/08/2011;14/08/2011
MINERA AGUILA DE ORO S.A.C.;EL HALCON;ANCASH;SIHUAS;CASHAPAMPA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;17/08/2011;17/08/2011
MINERA AGUILA DE ORO S.A.C.;EL HALCON;ANCASH;SIHUAS;CASHAPAMPA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;17/08/2011;17/08/2011
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Gran y Mediana Minería;19/08/2011;19/08/2011
MINERA SUYAMARCA S.A.C.;PALLANCATA;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;22/08/2011;22/08/2011
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;UCHUCCHACUA;LIMA;OYON;OYON;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;25/09/2011;26/09/2011
COMPAÑIA MINERA ARGENTUM S.A.;MOROCOCHA;JUNIN;YAULI;MOROCOCHA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;29/09/2011;29/09/2011
COMPAÑIA MINERA ARCASEL S.A.C;CERES 1;AREQUIPA;LA UNION;HUAYNACOTAS;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Pequeña Minería;29/09/2011;29/09/2011
COMPAÑIA MINERA ARCASEL S.A.C;CERES 1;AREQUIPA;LA UNION;HUAYNACOTAS;GOLPES POR OBJETOS EN DETONACIÓN DE EXPLOSIVOS;Pequeña Minería;29/09/2011;29/09/2011
EMPRESA ADMINISTRADORA CERRO S.A.C.;CERRO DE PASCO;PASCO;PASCO;SIMON BOLIVAR;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;2/10/2011;2/10/2011
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;12/10/2011;12/10/2011
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;15/10/2011;15/10/2011
CENTURY MINING PERU S.A.C.;SAN JUAN DE AREQUIPA;AREQUIPA;CONDESUYOS;RIO GRANDE;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;21/10/2011;21/10/2011
